Year	Month	TMax	TMin	PAR	PREC	CO2
1600-1950	1	5.27	-10.74	285.62	18.14	315.7
1600-1950	2	7.09	-9.09	351.47	14.21	315.88
1600-1950	3	11.97	-6.24	418.54	8.24	315.62
1600-1950	4	17.15	-1.65	493.77	10.59	315.56
1600-1950	5	19.18	1.23	496.85	25.39	315.5
1600-1950	6	25.81	7.46	543.0	35.75	315.92
1600-1950	7	28.23	10.18	511.4	68.31	315.66
1600-1950	8	25.34	9.19	456.07	86.18	315.81
1600-1950	9	25.1	7.38	417.37	42.6	316.55
1600-1950	10	18.35	0.67	379.09	18.66	316.19
1600-1950	11	14.42	-5.14	300.54	4.22	316.78
1600-1950	12	11.41	-11.49	298.17	4.04	316.52
1951	1	4.2	-13.62	316.25	27.76	316.51
1951	2	9.78	-6.74	389.37	8.39	316.47
1951	3	8.09	-7.25	410.38	37.54	316.49
1951	4	12.52	-4.97	508.91	52.65	316.86
1951	5	19.79	0.9	483.52	40.17	317.24
1951	6	27.27	8.21	528.97	11.91	317.36
1951	7	27.32	11.01	448.72	165.54	317.3
1951	8	26.95	10.07	414.98	59.98	316.92
1951	9	24.78	6.65	418.94	26.76	316.87
1951	10	17.31	1.0	357.54	78.86	316.76
1951	11	11.64	-3.55	310.51	32.04	316.98
1951	12	7.38	-10.36	265.37	22.1	317.13
1952	1	4.64	-11.94	314.16	17.1	317.03
1952	2	5.66	-10.05	398.53	26.38	317.28
1952	3	10.43	-6.68	451.36	19.69	317.47
1952	4	18.21	-1.69	497.26	6.9	317.27
1952	5	25.11	4.2	515.15	7.17	317.7
1952	6	31.06	7.91	537.07	1.39	317.48
1952	7	29.7	11.27	482.17	65.95	317.7
1952	8	27.65	9.55	447.58	37.13	317.8
1952	9	24.5	6.21	403.04	34.73	317.49
1952	10	19.9	-0.15	385.65	31.3	318.35
1952	11	11.22	-3.51	282.77	34.1	318.13
1952	12	9.3	-7.15	271.81	14.92	317.94
1953	1	5.36	-11.27	302.6	20.07	318.06
1953	2	5.97	-9.35	397.67	30.78	318.11
1953	3	12.83	-3.62	422.05	19.64	318.57
1953	4	14.96	-2.84	552.8	16.68	318.45
1953	5	20.15	2.57	520.13	25.83	318.2
1953	6	24.2	5.72	518.66	48.72	318.27
1953	7	27.3	9.57	476.36	78.84	318.67
