Year	Month	TMax	TMin	PAR	PREC	CO2
1600-1950	1	3.02	-9.37	269.15	40.1	315.7
1600-1950	2	6.12	-8.32	343.9	29.1	315.88
1600-1950	3	11.0	-5.83	413.18	6.3	315.62
1600-1950	4	16.82	-0.68	482.77	25.9	315.56
1600-1950	5	19.51	3.27	499.12	26.0	315.5
1600-1950	6	25.5	8.43	536.06	29.3	315.92
1600-1950	7	28.44	11.51	513.92	95.8	315.66
1600-1950	8	25.66	9.92	457.5	88.1	315.81
1600-1950	9	24.73	8.41	413.77	40.4	316.55
1600-1950	10	17.96	1.44	364.99	12.9	316.19
1600-1950	11	12.76	-3.16	291.54	3.0	316.78
1600-1950	12	7.88	-10.22	298.49	7.2	316.52
1951	1	1.5	-12.66	305.32	48.6	316.51
1951	2	8.02	-6.16	378.53	10.9	316.47
1951	3	7.4	-6.18	394.71	56.3	316.49
1951	4	12.17	-3.76	502.57	40.4	316.86
1951	5	19.24	2.72	479.46	31.2	317.24
1951	6	27.26	9.41	529.0	5.8	317.36
1951	7	27.7	11.91	455.06	101.8	317.3
1951	8	27.6	11.18	419.33	82.8	316.92
1951	9	24.15	8.21	410.56	16.7	316.87
1951	10	17.57	2.09	351.55	54.7	316.76
1951	11	10.56	-2.82	297.96	62.0	316.98
1951	12	4.9	-9.54	256.75	16.9	317.13
1952	1	2.79	-10.86	305.08	15.7	317.03
1952	2	4.31	-8.3	388.49	30.6	317.28
1952	3	10.02	-5.35	450.07	36.1	317.47
1952	4	18.53	-0.16	501.74	1.8	317.27
1952	5	25.43	5.15	515.22	5.2	317.7
1952	6	31.11	9.89	538.86	0.3	317.48
1952	7	30.18	12.29	476.96	53.9	317.7
1952	8	27.7	10.41	452.59	64.8	317.8
1952	9	24.86	7.61	393.8	17.4	317.49
1952	10	19.07	1.69	375.17	15.7	318.35
1952	11	10.55	-2.87	268.81	31.4	318.13
1952	12	6.76	-6.55	273.65	19.1	317.94
1953	1	3.13	-10.59	301.19	18.2	318.06
1953	2	5.16	-7.9	388.51	28.3	318.11
1953	3	12.54	-2.87	424.48	27.1	318.57
1953	4	14.23	-1.26	556.07	35.6	318.45
1953	5	19.39	3.59	526.04	23.2	318.2
1953	6	24.42	7.36	519.58	23.6	318.27
1953	7	27.18	10.06	483.84	84.1	318.67
1953	8	25.23	9.42	453.33	108.8	318.48
1953	9	25.59	7.99	415.99	12.9	319.03
1953	10	21.19	3.06	349.12	13.5	318.33
1953	11	10.7	-5.02	284.86	20.2	318.62
1953	12	6.94	-7.9	268.03	9.6	318.61
1954	1	6.02	-7.39	319.77	31.3	318.91
1954	2	8.78	-6.49	399.15	6.6	318.68
1954	3	12.06	-3.79	455.15	40.7	318.69
1954	4	12.79	-1.62	513.35	49.3	319.09
1954	5	20.3	4.07	526.32	28.0	319.39
1954	6	25.26	8.36	463.31	55.6	319.16
1954	7	30.84	12.78	479.4	19.8	318.77
1954	8	26.64	10.65	421.27	92.3	318.83
1954	9	24.96	7.51	422.68	12.6	319.06
1954	10	18.91	1.18	335.0	10.7	319.0
1954	11	11.49	-5.19	287.77	19.0	319.1
1954	12	3.73	-10.38	254.03	14.6	319.25
1955	1	1.14	-12.0	306.48	49.1	319.67
