Year	Month	TMax	TMin	PAR	PREC	CO2
1600-1950	1	3.55	-10.44	272.52	37.17	315.7
1600-1950	2	6.39	-8.67	347.68	23.03	315.88
1600-1950	3	11.78	-6.14	413.07	9.32	315.62
1600-1950	4	17.36	-0.72	484.54	22.66	315.56
1600-1950	5	20.03	3.05	492.67	34.46	315.5
1600-1950	6	26.01	8.02	531.09	21.96	315.92
1600-1950	7	28.89	11.42	507.53	85.6	315.66
1600-1950	8	25.93	9.86	469.75	95.9	315.81
1600-1950	9	25.28	8.22	422.23	42.91	316.55
1600-1950	10	18.53	1.08	366.86	13.8	316.19
1600-1950	11	13.33	-4.24	293.9	3.36	316.78
1600-1950	12	8.09	-11.06	285.51	5.97	316.52
1951	1	1.94	-13.11	300.73	51.39	316.51
1951	2	8.68	-7.1	375.97	8.03	316.47
1951	3	7.99	-6.29	393.39	48.78	316.49
1951	4	12.94	-4.01	503.16	38.01	316.86
1951	5	19.75	2.5	490.84	34.23	317.24
1951	6	27.48	8.83	530.18	12.72	317.36
1951	7	28.18	11.63	467.5	87.36	317.3
1951	8	27.85	10.93	430.15	62.52	316.92
1951	9	24.73	7.49	412.95	15.56	316.87
1951	10	17.94	1.72	350.97	50.78	316.76
1951	11	11.05	-3.13	300.16	43.65	316.98
1951	12	5.51	-10.11	258.8	15.31	317.13
1952	1	3.31	-11.41	303.3	14.87	317.03
1952	2	5.1	-8.56	389.0	27.99	317.28
1952	3	10.45	-5.77	448.09	35.59	317.47
1952	4	18.88	-0.55	498.4	5.7	317.27
1952	5	25.85	4.54	508.91	6.88	317.7
1952	6	31.44	8.9	536.64	1.16	317.48
1952	7	30.49	12.01	479.3	45.45	317.7
1952	8	28.22	10.35	453.33	60.5	317.8
1952	9	25.02	6.93	391.56	20.48	317.49
1952	10	19.78	0.78	375.37	15.01	318.35
1952	11	11.15	-3.4	263.83	35.75	318.13
1952	12	7.17	-7.41	271.13	17.28	317.94
1953	1	3.66	-10.86	301.66	20.65	318.06
1953	2	5.69	-8.53	391.01	22.68	318.11
1953	3	13.07	-3.2	415.33	24.26	318.57
1953	4	14.77	-1.62	545.26	35.53	318.45
1953	5	20.11	3.18	520.6	25.5	318.2
1953	6	24.72	7.02	509.09	24.17	318.27
1953	7	27.62	10.01	485.28	70.29	318.67
1953	8	25.78	9.28	452.2	97.95	318.48
1953	9	25.9	7.09	423.38	12.43	319.03
1953	10	21.61	1.69	355.79	19.51	318.33
1953	11	11.09	-5.73	286.74	16.77	318.62
1953	12	7.52	-8.71	266.26	9.17	318.61
1954	1	6.51	-8.03	322.77	27.41	318.91
1954	2	9.0	-7.32	401.08	6.53	318.68
1954	3	12.6	-4.39	457.07	39.17	318.69
1954	4	13.35	-2.03	511.45	47.65	319.09
1954	5	20.65	3.49	528.52	27.49	319.39
1954	6	25.81	7.91	476.73	59.62	319.16
1954	7	31.18	12.54	482.74	21.27	318.77
1954	8	27.05	10.39	419.73	80.5	318.83
1954	9	25.47	6.78	423.25	11.94	319.06
1954	10	19.24	0.36	325.63	18.35	319.0
1954	11	11.81	-6.17	291.34	14.16	319.1
1954	12	4.18	-10.89	253.5	14.16	319.25
1955	1	1.72	-12.52	309.19	49.47	319.67
1955	2	7.38	-8.75	393.89	5.48	319.61
1955	3	7.96	-5.72	408.88	91.67	319.55
1955	4	13.24	-3.98	480.93	38.6	319.48
1955	5	21.4	3.14	481.68	15.74	319.42
1955	6	29.71	9.0	494.57	3.49	319.69
1955	7	30.88	12.82	461.43	34.02	319.58
1955	8	28.66	11.25	479.67	81.64	319.81
1955	9	23.3	6.95	397.22	57.93	319.56
1955	10	19.81	-0.03	341.01	2.97	319.78
1955	11	10.89	-6.26	285.76	17.18	319.72
1955	12	4.9	-9.76	301.6	22.33	319.59
1956	1	5.79	-9.91	320.14	7.57	319.48
1956	2	7.97	-7.09	344.83	38.7	319.97
1956	3	8.36	-5.78	450.61	70.59	319.65
1956	4	16.33	-1.47	456.13	35.95	319.8
1956	5	23.49	2.81	489.99	0.5	319.36
1956	6	29.59	8.92	463.45	10.58	319.65
1956	7	31.05	11.84	469.31	34.47	320.51
1956	8	27.66	10.25	449.77	82.47	319.93
1956	9	22.25	5.45	398.36	51.04	320.68
1956	10	18.91	0.23	351.78	14.99	320.36
1956	11	8.49	-4.62	272.39	86.45	320.87
1956	12	2.4	-10.89	268.79	23.82	320.26
1957	1	2.12	-11.53	307.02	9.17	320.63
1957	2	4.02	-9.74	364.15	14.04	321.1
1957	3	10.67	-5.43	455.41	37.35	321.16
1957	4	15.52	-1.73	521.53	14.82	321.51
1957	5	21.29	4.22	446.33	17.28	321.18
1957	6	24.44	6.34	530.55	23.28	321.52
1957	7	28.39	11.24	505.52	62.71	321.49
1957	8	28.88	10.54	415.45	36.8	321.5
1957	9	25.9	7.91	458.95	22.1	321.54
1957	10	16.57	2.78	364.71	42.76	321.18
1957	11	12.23	-3.53	291.65	8.65	321.84
1957	12	3.98	-11.11	258.87	17.44	321.95
1958	1	5.84	-9.89	311.03	18.79	322.07
1958	2	5.34	-7.52	397.5	28.37	321.94
1958	3	13.88	-4.37	455.62	14.87	321.72
1958	4	15.83	-0.96	481.34	20.84	322.05
1958	5	22.62	2.75	502.43	3.04	322.27
1958	6	28.96	7.3	468.0	1.98	321.94
1958	7	30.76	11.66	464.35	37.11	321.66
1958	8	25.61	9.92	409.49	126.45	322.04
1958	9	24.37	5.93	421.05	28.6	322.19
1958	10	18.63	0.41	368.81	21.64	322.36
1958	11	13.0	-4.56	286.25	5.29	322.78
1958	12	6.71	-11.03	295.74	10.21	322.86
1959	1	4.79	-10.7	311.71	5.59	315.7
1959	2	8.98	-8.21	396.55	18.29	315.88
1959	3	15.18	-3.59	498.65	0.35	315.62
1959	4	18.12	-1.54	517.1	6.2	315.56
1959	5	20.21	2.2	520.02	27.73	315.5
1959	6	27.43	9.03	521.96	19.09	315.92
1959	7	26.09	10.72	459.48	115.02	315.66
1959	8	27.25	9.57	464.23	47.67	315.81
1959	9	22.9	6.94	436.56	80.29	316.55
1959	10	18.54	-0.35	347.0	8.68	316.19
1959	11	10.39	-3.41	302.08	66.08	316.78
1959	12	2.0	-10.8	290.84	28.12	316.52
1960	1	0.56	-14.28	321.0	25.58	316.51
1960	2	9.69	-6.02	391.43	12.03	316.47
1960	3	11.69	-6.37	477.0	10.69	316.49
1960	4	16.44	-1.05	479.96	41.46	316.86
1960	5	21.29	3.1	515.2	15.7	317.24
1960	6	30.52	9.97	538.19	11.23	317.36
1960	7	28.29	11.91	413.25	65.32	317.3
1960	8	28.28	10.69	447.39	43.76	316.92
1960	9	23.84	6.21	400.05	29.85	316.87
1960	10	14.8	0.14	384.8	78.66	316.76
1960	11	8.83	-5.75	280.41	30.18	316.98
1960	12	4.56	-10.07	257.84	17.39	317.13
1961	1	3.02	-10.32	309.78	38.91	317.03
1961	2	10.63	-5.7	397.02	14.15	317.28
1961	3	9.48	-5.19	404.1	64.17	317.47
1961	4	15.57	-2.43	516.41	11.71	317.27
1961	5	18.92	2.12	514.17	56.2	317.7
1961	6	22.61	6.13	476.3	21.87	317.48
1961	7	27.59	11.86	450.38	72.2	317.7
1961	8	24.99	9.83	427.78	98.04	317.8
1961	9	23.69	6.21	409.28	25.04	317.49
1961	10	19.62	0.23	377.64	5.3	318.35
1961	11	12.77	-5.72	272.72	11.07	318.13
1961	12	7.8	-7.03	274.71	17.79	317.94
1962	1	8.52	-7.09	324.79	11.52	318.06
1962	2	6.7	-10.04	383.06	14.63	318.11
1962	3	10.37	-6.19	464.09	30.81	318.57
1962	4	17.39	-0.99	526.79	3.1	318.45
1962	5	22.41	4.44	435.68	25.12	318.2
1962	6	27.82	9.86	526.28	26.62	318.27
1962	7	27.57	10.49	454.81	108.9	318.67
1962	8	25.58	9.94	440.96	91.29	318.48
1962	9	22.44	5.88	439.0	36.89	319.03
1962	10	18.58	0.11	353.97	17.55	318.33
1962	11	6.68	-7.79	301.8	61.2	318.62
1962	12	5.16	-7.51	282.16	36.24	318.61
