Year	Month	TMax	TMin	PAR	PREC	CO2
1600-1950	1	-0.68	-15.23	295.33	71.29	315.7
1600-1950	2	1.86	-13.61	362.63	59.43	315.88
1600-1950	3	6.78	-10.98	434.66	21.95	315.62
1600-1950	4	12.32	-5.83	549.97	34.11	315.56
1600-1950	5	14.7	-2.31	559.92	57.59	315.5
1600-1950	6	20.85	3.05	555.77	37.6	315.92
1600-1950	7	23.52	5.87	533.68	94.17	315.66
1600-1950	8	20.64	4.77	467.95	128.73	315.81
1600-1950	9	20.25	2.93	397.72	64.79	316.55
1600-1950	10	13.57	-4.02	368.35	23.52	316.19
1600-1950	11	8.9	-9.04	300.24	8.89	316.78
1600-1950	12	4.53	-15.74	314.91	12.03	316.52
1951	1	-2.02	-17.9	291.42	117.49	316.51
1951	2	4.09	-11.56	354.76	20.81	316.47
1951	3	3.06	-11.47	373.55	102.27	316.49
1951	4	7.86	-9.18	514.12	97.56	316.86
1951	5	14.68	-2.86	469.34	63.56	317.24
1951	6	22.44	3.9	523.02	16.01	317.36
1951	7	22.75	6.49	469.95	138.66	317.3
1951	8	22.5	5.67	420.92	98.72	316.92
1951	9	19.77	2.33	385.55	23.61	316.87
1951	10	12.83	-3.39	342.72	88.87	316.76
1951	11	6.44	-8.01	285.16	88.36	316.98
1951	12	1.36	-14.66	255.5	43.61	317.13
1952	1	-0.86	-16.14	280.93	39.2	317.03
1952	2	0.43	-13.54	386.21	71.1	317.28
1952	3	5.57	-10.84	414.2	82.01	317.47
1952	4	13.52	-5.71	549.84	11.24	317.27
1952	5	20.37	-0.5	547.47	13.71	317.7
1952	6	26.23	3.75	551.46	1.63	317.48
1952	7	25.24	6.76	478.06	76.31	317.7
1952	8	22.97	5.15	442.75	72.44	317.8
1952	9	19.98	1.81	378.34	28.83	317.49
1952	10	14.92	-4.33	377.45	27.11	318.35
1952	11	6.48	-8.15	254.53	63.81	318.13
1952	12	3.19	-11.9	290.06	38.11	317.94
1953	1	-0.59	-15.69	300.94	60.89	318.06
1953	2	0.85	-13.48	390.37	56.94	318.11
1953	3	8.11	-8.14	428.76	54.88	318.57
1953	4	9.81	-6.65	593.03	63.17	318.45
1953	5	14.92	-2.12	611.01	41.31	318.2
1953	6	19.29	1.54	548.74	41.9	318.27
1953	7	22.4	4.81	496.14	90.8	318.67
1953	8	20.41	3.97	468.22	132.28	318.48
1953	9	20.74	1.81	411.68	13.1	319.03
1953	10	16.84	-3.07	365.66	35.52	318.33
1953	11	6.47	-10.71	274.4	39.06	318.62
1953	12	3.42	-13.36	251.47	23.51	318.61
1954	1	2.05	-12.89	337.98	70.32	318.91
1954	2	4.58	-12.28	364.1	16.45	318.68
1954	3	7.64	-9.12	442.44	85.81	318.69
1954	4	8.38	-7.31	554.71	91.41	319.09
1954	5	15.44	-1.91	597.49	51.17	319.39
1954	6	20.43	2.88	482.49	66.25	319.16
1954	7	26.02	7.27	468.44	34.23	318.77
1954	8	21.83	5.16	434.48	117.17	318.83
1954	9	20.33	1.72	414.49	17.52	319.06
1954	10	14.5	-4.47	332.47	27.24	319.0
1954	11	7.4	-10.81	321.42	33.85	319.1
1954	12	0.06	-15.77	275.96	45.22	319.25
1955	1	-2.5	-17.39	307.86	135.57	319.67
1955	2	2.82	-13.3	390.0	19.33	319.61
1955	3	2.97	-10.82	414.32	192.77	319.55
1955	4	8.22	-8.91	502.83	60.18	319.48
1955	5	16.31	-1.91	524.92	28.65	319.42
1955	6	24.52	3.68	501.86	4.2	319.69
1955	7	25.55	7.37	474.11	49.54	319.58
1955	8	23.36	6.1	470.49	116.95	319.81
1955	9	18.02	1.77	395.22	81.18	319.56
1955	10	15.02	-5.04	341.3	7.76	319.78
1955	11	6.62	-10.9	267.23	26.06	319.72
1955	12	0.95	-14.7	311.88	43.22	319.59
1956	1	1.81	-14.31	324.79	24.86	319.48
1956	2	3.42	-11.93	357.03	81.6	319.97
1956	3	3.5	-10.99	484.18	146.48	319.65
1956	4	11.03	-6.63	489.92	77.13	319.8
1956	5	18.56	-2.23	495.76	0.84	319.36
1956	6	24.4	3.84	488.72	11.86	319.65
1956	7	25.85	6.71	485.2	49.43	320.51
1956	8	22.34	4.88	465.41	132.78	319.93
1956	9	17.2	0.25	376.35	66.96	320.68
1956	10	14.05	-4.5	368.38	22.39	320.36
1956	11	3.7	-9.48	281.44	160.01	320.87
1956	12	-1.87	-15.62	285.58	64.93	320.26
1957	1	-2.11	-16.52	305.89	22.89	320.63
1957	2	-0.43	-14.79	350.91	27.6	321.1
1957	3	5.67	-10.45	435.28	101.55	321.16
1957	4	10.17	-6.84	565.51	30.44	321.51
1957	5	16.11	-1.03	487.82	31.7	321.18
1957	6	19.45	1.2	542.76	35.21	321.52
1957	7	22.85	5.82	492.56	79.09	321.49
1957	8	23.36	5.3	428.39	49.05	321.5
1957	9	20.71	2.88	449.87	30.96	321.54
1957	10	11.76	-2.25	353.32	71.65	321.18
1957	11	7.73	-8.48	280.42	19.67	321.84
1957	12	0.07	-15.79	265.66	52.77	321.95
1958	1	1.67	-14.18	284.15	49.76	322.07
1958	2	0.79	-12.47	378.2	84.53	321.94
1958	3	8.71	-9.21	459.48	32.75	321.72
1958	4	10.36	-6.12	510.43	37.1	322.05
1958	5	17.49	-2.42	535.54	5.98	322.27
1958	6	23.69	2.1	461.29	2.93	321.94
1958	7	25.41	6.21	477.09	60.22	321.66
1958	8	20.49	4.71	426.97	174.55	322.04
1958	9	19.13	0.78	414.93	40.46	322.19
1958	10	13.67	-4.54	361.06	32.81	322.36
1958	11	8.47	-9.47	258.51	12.07	322.78
1958	12	2.53	-15.74	260.02	30.18	322.86
1959	1	0.72	-15.25	316.51	20.47	315.7
1959	2	4.45	-12.86	402.48	42.21	315.88
1959	3	10.21	-8.54	524.86	0.71	315.62
1959	4	13.01	-6.52	593.42	10.21	315.56
1959	5	15.05	-2.85	615.01	48.88	315.5
1959	6	21.97	3.86	584.91	42.72	315.92
1959	7	20.9	5.26	474.03	159.65	315.66
1959	8	22.01	4.31	482.59	65.66	315.81
1959	9	17.63	1.76	447.84	117.87	316.55
1959	10	13.75	-5.15	359.67	14.54	316.19
1959	11	5.86	-8.44	291.06	104.91	316.78
1959	12	-2.26	-15.76	295.19	78.63	316.52
1960	1	-3.56	-19.35	334.54	57.75	316.51
1960	2	4.84	-10.63	423.5	31.67	316.47
1960	3	6.85	-11.01	536.39	27.41	316.49
1960	4	11.28	-5.95	582.22	91.39	316.86
1960	5	15.95	-2.07	632.04	28.16	317.24
1960	6	25.19	4.72	634.77	19.8	317.36
1960	7	22.86	6.55	447.89	116.4	317.3
1960	8	23.14	5.58	466.71	64.69	316.92
1960	9	18.67	1.1	405.52	53.05	316.87
1960	10	9.94	-4.75	383.75	133.83	316.76
1960	11	4.48	-10.52	314.07	49.89	316.98
1960	12	0.5	-14.86	283.38	51.64	317.13
1961	1	-1.27	-15.19	343.49	102.57	317.03
1961	2	6.03	-10.54	425.13	32.57	317.28
1961	3	4.59	-10.31	501.24	143.44	317.47
1961	4	10.46	-7.4	621.56	23.47	317.27
1961	5	13.98	-3.05	616.44	97.11	317.7
1961	6	17.33	1.03	534.96	38.45	317.48
1961	7	22.41	6.64	454.27	137.14	317.7
1961	8	19.66	4.59	439.53	143.66	317.8
1961	9	18.61	1.21	410.19	38.03	317.49
1961	10	14.71	-4.57	359.4	6.91	318.35
1961	11	8.21	-10.45	301.49	23.43	318.13
1961	12	3.82	-11.6	298.21	37.91	317.94
1962	1	4.37	-11.53	343.77	33.94	318.06
1962	2	2.12	-14.94	399.45	30.98	318.11
1962	3	5.28	-11.2	489.79	74.98	318.57
1962	4	12.29	-5.78	638.66	5.55	318.45
1962	5	17.2	-0.83	486.69	56.01	318.2
1962	6	22.39	4.53	578.38	57.67	318.27
1962	7	22.28	5.22	469.6	144.28	318.67
1962	8	20.29	4.74	430.31	141.15	318.48
1962	9	17.34	0.72	432.16	61.96	319.03
1962	10	13.7	-4.84	336.47	20.97	318.33
1962	11	2.14	-12.72	335.35	123.17	318.62
1962	12	0.91	-12.16	292.3	87.31	318.61
1963	1	-2.06	-16.3	322.3	127.41	318.91
1963	2	4.81	-11.21	366.46	73.41	318.68
1963	3	9.14	-7.85	564.66	34.39	318.69
1963	4	10.05	-6.43	625.99	75.72	319.09
1963	5	13.87	-2.21	640.05	99.62	319.39
1963	6	18.16	2.41	587.72	129.63	319.16
1963	7	21.22	5.67	503.75	183.33	318.77
1963	8	18.37	3.72	378.53	198.44	318.83
1963	9	16.82	0.88	468.72	76.89	319.06
1963	10	14.99	-2.95	351.66	34.94	319.0
1963	11	7.67	-10.05	320.21	8.29	319.1
1963	12	4.2	-11.55	312.11	83.35	319.25
1964	1	-0.01	-14.35	304.52	46.71	319.67
1964	2	5.08	-11.25	378.99	21.64	319.61
1964	3	7.94	-9.5	484.41	14.26	319.55
1964	4	12.19	-5.24	537.54	38.33	319.48
1964	5	18.28	-0.27	556.42	49.92	319.42
1964	6	24.18	3.76	547.05	3.35	319.69
1964	7	22.63	5.22	478.66	58.85	319.58
1964	8	23.39	6.21	418.37	106.14	319.81
1964	9	17.6	0.06	418.22	64.31	319.56
1964	10	14.12	-3.18	345.74	24.17	319.78
1964	11	5.19	-10.57	302.29	39.23	319.72
1964	12	-5.37	-21.78	264.26	49.44	319.59
1965	1	-0.73	-14.19	309.03	27.76	319.48
1965	2	1.02	-13.27	404.84	34.08	319.97
1965	3	3.3	-10.66	482.86	98.64	319.65
1965	4	8.4	-7.95	542.87	44.6	319.8
1965	5	15.86	-1.53	549.05	37.28	319.36
1965	6	23.61	4.27	535.14	13.48	319.65
1965	7	22.51	5.98	500.35	91.55	320.51
1965	8	22.96	4.91	429.98	62.82	319.93
1965	9	18.97	2.83	406.2	67.73	320.68
1965	10	14.86	-4.01	394.86	21.09	320.36
1965	11	4.82	-9.65	290.6	80.99	320.87
1965	12	1.5	-12.75	261.13	38.4	320.26
1966	1	0.79	-13.49	322.43	23.77	320.63
1966	2	5.24	-11.5	420.02	36.01	321.1
1966	3	7.24	-9.02	540.85	36.19	321.16
1966	4	13.19	-6.53	577.92	9.62	321.51
1966	5	16.28	-1.43	568.57	116.02	321.18
1966	6	20.55	2.42	477.89	63.74	321.52
1966	7	20.57	4.66	472.84	129.37	321.49
1966	8	22.74	4.94	422.04	114.22	321.5
1966	9	20.26	0.02	419.45	8.12	321.54
1966	10	12.96	-6.12	359.77	99.02	321.18
1966	11	3.04	-12.93	319.91	28.43	321.84
1966	12	2.84	-13.43	304.76	22.23	321.95
1967	1	3.99	-13.79	326.92	16.04	322.07
1967	2	5.76	-11.28	412.59	40.98	321.94
1967	3	5.75	-11.54	602.75	47.74	321.72
1967	4	11.75	-5.51	584.0	47.69	322.05
1967	5	20.03	-0.79	636.46	23.84	322.27
1967	6	24.58	4.46	616.17	7.41	321.94
1967	7	22.45	5.29	497.5	88.64	321.66
1967	8	20.49	3.71	439.77	134.31	322.04
1967	9	19.62	1.67	411.98	40.24	322.19
1967	10	15.14	-3.55	373.61	19.86	322.36
1967	11	8.58	-10.91	311.05	19.88	322.78
