Year	Month	TMax	TMin	PAR	PREC	CO2
1600-1950	1	4.2	-9.4	283.4	26.89	315.7
1600-1950	2	7.05	-8.12	354.39	18.94	315.88
1600-1950	3	11.88	-5.57	421.6	5.58	315.62
1600-1950	4	17.56	-0.61	493.23	20.26	315.56
1600-1950	5	20.0	3.01	502.74	27.13	315.5
1600-1950	6	26.05	8.58	540.59	32.25	315.92
1600-1950	7	28.95	11.51	514.52	85.46	315.66
1600-1950	8	26.11	10.17	453.63	76.29	315.81
1600-1950	9	25.36	8.38	419.2	35.8	316.55
1600-1950	10	18.61	1.51	377.08	14.46	316.19
1600-1950	11	13.71	-3.59	303.0	3.85	316.78
1600-1950	12	9.54	-10.48	304.37	6.62	316.52
1951	1	2.79	-12.66	317.59	40.11	316.51
1951	2	9.08	-6.04	395.99	9.78	316.47
1951	3	8.14	-6.21	404.36	48.59	316.49
1951	4	12.72	-3.73	509.44	41.92	316.86
1951	5	19.91	2.49	482.07	30.75	317.24
1951	6	27.84	9.3	527.91	13.13	317.36
1951	7	28.22	12.05	452.14	125.88	317.3
1951	8	27.99	11.26	422.36	63.4	316.92
1951	9	24.84	8.01	419.11	19.39	316.87
1951	10	18.02	2.09	359.97	58.19	316.76
1951	11	11.36	-2.67	311.26	46.43	316.98
1951	12	5.97	-9.37	268.14	17.12	317.13
1952	1	3.66	-11.0	318.12	17.1	317.03
1952	2	5.16	-8.66	401.43	27.93	317.28
1952	3	10.57	-5.22	457.77	23.91	317.47
1952	4	19.0	-0.29	498.99	4.27	317.27
1952	5	25.93	5.15	517.54	5.83	317.7
1952	6	31.63	9.75	538.4	1.53	317.48
1952	7	30.61	12.34	481.31	53.1	317.7
1952	8	28.26	10.48	456.77	43.38	317.8
1952	9	25.25	7.42	405.48	24.36	317.49
1952	10	19.78	1.33	386.68	23.72	318.35
1952	11	11.17	-2.9	275.56	29.96	318.13
1952	12	7.91	-6.45	278.42	17.84	317.94
1953	1	4.1	-10.5	310.71	17.48	318.06
1953	2	5.95	-7.96	402.63	29.32	318.11
1953	3	13.16	-2.74	430.52	20.61	318.57
1953	4	15.03	-1.31	553.66	27.96	318.45
1953	5	20.07	3.55	526.25	24.14	318.2
1953	6	24.93	7.37	521.33	37.17	318.27
1953	7	27.78	10.4	482.35	80.21	318.67
1953	8	25.56	9.54	456.89	83.66	318.48
1953	9	26.21	7.83	426.38	10.33	319.03
1953	10	21.87	3.04	358.53	22.33	318.33
1953	11	11.65	-5.14	296.61	24.18	318.62
1953	12	8.07	-8.14	282.24	9.11	318.61
1954	1	6.88	-7.53	331.96	27.66	318.91
1954	2	9.48	-6.49	414.41	3.94	318.68
1954	3	12.71	-3.66	458.56	29.45	318.69
1954	4	13.27	-1.71	510.34	42.66	319.09
1954	5	20.92	3.84	528.46	25.9	319.39
1954	6	25.72	8.63	464.79	38.85	319.16
1954	7	31.44	12.97	488.62	18.85	318.77
1954	8	27.13	10.83	421.38	75.46	318.83
1954	9	25.58	7.49	425.74	15.02	319.06
1954	10	19.54	0.87	346.31	13.29	319.0
1954	11	12.28	-5.29	299.48	14.85	319.1
1954	12	5.0	-10.73	265.7	19.31	319.25
1955	1	2.25	-11.93	314.97	41.72	319.67
1955	2	7.78	-7.82	414.73	5.95	319.61
1955	3	8.03	-5.52	421.13	88.92	319.55
1955	4	13.23	-3.41	488.18	27.94	319.48
1955	5	21.46	3.85	485.2	12.57	319.42
1955	6	29.93	9.31	496.14	4.42	319.69
1955	7	30.82	13.4	460.85	39.24	319.58
1955	8	28.82	11.7	480.46	65.45	319.81
1955	9	23.66	7.42	397.24	54.57	319.56
1955	10	20.13	0.87	351.47	5.73	319.78
1955	11	11.46	-5.83	298.93	13.83	319.72
1955	12	5.25	-9.62	304.33	16.61	319.59
1956	1	6.5	-9.25	331.39	4.3	319.48
1956	2	8.21	-6.43	360.77	32.3	319.97
1956	3	8.54	-5.59	462.37	70.99	319.65
1956	4	16.09	-1.13	463.79	29.91	319.8
1956	5	23.99	3.23	488.4	0.31	319.36
1956	6	29.68	9.3	465.37	9.52	319.65
1956	7	31.45	12.56	481.96	33.72	320.51
1956	8	27.6	10.5	457.76	83.73	319.93
1956	9	22.64	5.94	408.39	50.22	320.68
1956	10	19.2	1.13	361.95	14.91	320.36
1956	11	8.57	-4.07	280.78	71.64	320.87
1956	12	2.68	-10.33	279.41	26.19	320.26
1957	1	2.86	-11.06	320.61	9.34	320.63
1957	2	4.62	-9.24	376.8	8.9	321.1
1957	3	10.81	-5.13	459.74	36.82	321.16
1957	4	15.6	-1.65	525.69	12.14	321.51
1957	5	21.85	4.52	445.25	18.94	321.18
1957	6	24.76	6.66	526.9	23.98	321.52
1957	7	28.42	11.74	504.51	76.06	321.49
1957	8	28.82	10.9	427.46	44.03	321.5
1957	9	26.08	8.2	465.89	23.19	321.54
1957	10	16.72	3.16	377.76	47.57	321.18
1957	11	12.68	-2.78	295.48	8.78	321.84
1957	12	4.75	-10.67	269.85	19.59	321.95
1958	1	6.48	-8.71	324.48	23.42	322.07
1958	2	5.46	-7.47	410.41	28.15	321.94
1958	3	13.86	-3.69	465.48	12.44	321.72
1958	4	15.91	-0.47	489.55	21.0	322.05
1958	5	23.01	3.15	507.44	1.93	322.27
1958	6	29.1	7.87	459.49	2.02	321.94
1958	7	31.16	11.95	459.89	45.08	321.66
1958	8	25.64	10.12	402.94	104.04	322.04
1958	9	24.59	6.44	427.79	27.82	322.19
1958	10	18.84	1.14	384.06	26.64	322.36
1958	11	13.46	-3.66	296.67	7.76	322.78
1958	12	7.39	-10.36	311.52	9.44	322.86
1959	1	5.54	-9.88	328.5	5.83	315.7
1959	2	9.69	-7.65	412.34	16.09	315.88
1959	3	15.4	-2.89	513.65	0.19	315.62
1959	4	18.22	-1.04	532.85	5.03	315.56
1959	5	20.28	2.64	523.92	26.11	315.5
1959	6	27.31	9.79	529.37	27.78	315.92
1959	7	26.29	11.01	460.82	108.25	315.66
1959	8	27.07	9.86	468.39	59.17	315.81
1959	9	23.04	7.62	446.68	76.39	316.55
1959	10	18.84	0.38	358.7	10.31	316.19
1959	11	10.73	-3.16	308.65	57.32	316.78
1959	12	2.49	-10.3	308.08	23.45	316.52
1960	1	1.02	-14.25	330.82	25.97	316.51
1960	2	9.84	-5.33	402.53	15.62	316.47
1960	3	11.8	-5.69	492.82	6.87	316.49
1960	4	16.38	-0.46	482.46	50.25	316.86
1960	5	21.35	3.65	516.86	16.06	317.24
1960	6	30.63	10.61	541.2	13.93	317.36
1960	7	28.3	12.28	413.81	68.66	317.3
1960	8	28.33	11.14	449.96	49.58	316.92
1960	9	23.78	6.69	407.06	31.54	316.87
1960	10	15.21	0.72	397.41	76.65	316.76
1960	11	9.01	-5.36	294.16	32.36	316.98
1960	12	5.03	-9.49	275.9	18.77	317.13
1961	1	3.71	-9.62	330.65	39.11	317.03
1961	2	10.78	-5.0	420.93	12.11	317.28
