Year	Month	TMax	TMin	PAR	PREC	CO2
1600-1950	1	3.35	-9.51	285.2	34.92	315.7
1600-1950	2	6.42	-8.37	352.66	24.51	315.88
1600-1950	3	11.21	-5.83	417.98	6.45	315.62
1600-1950	4	17.03	-0.76	515.54	24.61	315.56
1600-1950	5	19.59	3.04	504.78	26.73	315.5
1600-1950	6	25.54	8.38	540.17	31.37	315.92
1600-1950	7	28.53	11.39	523.57	96.32	315.66
1600-1950	8	25.73	9.9	460.88	86.12	315.81
1600-1950	9	24.85	8.23	417.7	36.81	316.55
1600-1950	10	18.11	1.28	376.94	14.07	316.19
1600-1950	11	12.95	-3.52	301.59	3.74	316.78
1600-1950	12	8.4	-10.54	316.91	7.66	316.52
1951	1	1.88	-12.85	316.79	49.82	316.51
1951	2	8.3	-6.31	391.18	11.36	316.47
1951	3	7.57	-6.35	401.14	56.67	316.49
1951	4	12.2	-3.86	511.68	41.56	316.86
1951	5	19.38	2.52	479.45	28.69	317.24
1951	6	27.39	9.21	528.75	11.74	317.36
1951	7	27.82	11.85	457.2	115.68	317.3
1951	8	27.71	11.14	426.02	78.42	316.92
1951	9	24.27	7.98	417.46	17.37	316.87
1951	10	17.63	1.95	361.29	54.46	316.76
1951	11	10.71	-2.92	306.66	57.84	316.98
1951	12	5.1	-9.58	267.07	17.81	317.13
1952	1	2.89	-11.1	314.53	18.26	317.03
1952	2	4.46	-8.67	402.36	31.4	317.28
1952	3	10.1	-5.37	455.41	30.97	317.47
1952	4	18.65	-0.33	515.34	2.51	317.27
1952	5	25.56	4.94	516.06	5.26	317.7
1952	6	31.22	9.72	541.34	1.1	317.48
1952	7	30.27	12.18	481.06	56.13	317.7
1952	8	27.81	10.25	458.24	54.34	317.8
1952	9	24.88	7.36	402.52	20.43	317.49
1952	10	19.2	1.33	386.66	21.0	318.35
1952	11	10.64	-3.07	276.71	29.88	318.13
1952	12	7.04	-6.68	288.48	20.1	317.94
1953	1	3.31	-10.72	314.7	19.09	318.06
1953	2	5.37	-8.05	403.64	29.8	318.11
1953	3	12.7	-2.98	444.57	24.52	318.57
1953	4	14.43	-1.39	582.07	34.97	318.45
1953	5	19.5	3.38	528.62	24.24	318.2
1953	6	24.52	7.31	520.59	32.12	318.27
1953	7	27.31	10.06	487.62	86.76	318.67
1953	8	25.22	9.36	459.61	100.32	318.48
1953	9	25.75	7.8	420.92	12.0	319.03
1953	10	21.35	2.95	359.89	18.58	318.33
1953	11	10.9	-5.21	298.0	22.73	318.62
1953	12	7.22	-8.24	279.23	9.9	318.61
1954	1	6.14	-7.6	333.35	30.64	318.91
1954	2	8.96	-6.56	405.4	5.53	318.68
1954	3	12.18	-3.88	462.9	35.58	318.69
1954	4	12.82	-1.78	542.32	48.4	319.09
1954	5	20.45	3.86	529.92	26.25	319.39
1954	6	25.33	8.38	463.58	42.5	319.16
1954	7	30.94	12.72	482.4	20.44	318.77
1954	8	26.71	10.62	430.45	88.51	318.83
1954	9	25.07	7.34	431.37	14.03	319.06
1954	10	19.01	0.83	348.07	12.3	319.0
1954	11	11.69	-5.39	311.1	17.25	319.1
1954	12	4.13	-10.79	264.91	18.35	319.25
1955	1	1.41	-12.15	319.27	49.13	319.67
1955	2	7.04	-7.91	413.21	5.83	319.61
1955	3	7.55	-5.61	425.05	99.07	319.55
1955	4	12.58	-3.65	496.04	30.08	319.48
1955	5	20.86	3.72	489.59	13.25	319.42
1955	6	29.44	9.49	494.25	4.24	319.69
1955	7	30.41	13.39	466.87	35.87	319.58
1955	8	28.45	11.54	481.25	73.24	319.81
1955	9	23.16	7.19	403.41	50.29	319.56
1955	10	19.55	0.86	352.42	4.55	319.78
1955	11	10.81	-6.0	300.81	15.14	319.72
1955	12	4.46	-9.69	316.04	20.86	319.59
1956	1	5.62	-9.43	337.43	5.82	319.48
1956	2	7.59	-6.54	371.0	40.65	319.97
1956	3	7.94	-5.7	483.94	79.09	319.65
1956	4	15.61	-1.38	460.37	36.5	319.8
1956	5	23.4	3.15	486.0	0.53	319.36
1956	6	29.24	9.34	466.85	11.14	319.65
1956	7	31.0	12.47	483.08	34.85	320.51
1956	8	27.27	10.24	462.77	95.11	319.93
1956	9	22.13	5.82	395.93	53.67	320.68
1956	10	18.67	1.0	367.1	14.33	320.36
1956	11	8.05	-4.38	289.01	84.71	320.87
1956	12	1.86	-10.54	288.06	25.24	320.26
1957	1	2.08	-10.95	320.3	10.97	320.63
1957	2	3.93	-9.36	377.0	10.18	321.1
1957	3	10.3	-5.43	464.33	41.57	321.16
1957	4	15.2	-1.88	523.44	11.52	321.51
1957	5	21.33	4.34	446.51	21.97	321.18
1957	6	24.27	6.58	528.44	25.18	321.52
1957	7	27.98	11.51	502.52	89.69	321.49
1957	8	28.5	10.73	424.08	52.02	321.5
1957	9	25.66	8.06	463.35	23.97	321.54
1957	10	16.21	3.01	374.88	44.71	321.18
1957	11	12.12	-2.88	297.86	8.85	321.84
1957	12	3.94	-10.84	272.73	20.25	321.95
1958	1	5.64	-9.14	322.2	23.81	322.07
1958	2	4.77	-7.43	411.51	32.08	321.94
1958	3	13.43	-4.0	493.21	15.29	321.72
1958	4	15.49	-0.64	493.15	23.23	322.05
1958	5	22.41	2.96	509.12	1.35	322.27
1958	6	28.77	7.82	458.98	2.18	321.94
1958	7	30.73	11.66	466.46	45.38	321.66
1958	8	25.22	9.92	410.92	118.4	322.04
1958	9	24.32	6.21	426.9	27.28	322.19
1958	10	18.41	1.04	382.19	27.13	322.36
1958	11	12.8	-3.79	293.63	6.83	322.78
1958	12	6.59	-10.36	310.52	10.01	322.86
1959	1	4.72	-10.18	326.99	5.9	315.7
1959	2	9.02	-7.84	414.95	18.51	315.88
1959	3	14.87	-2.96	519.6	0.12	315.62
1959	4	17.72	-1.24	560.18	5.73	315.56
1959	5	19.82	2.52	532.2	22.42	315.5
1959	6	26.85	9.51	535.18	24.32	315.92
1959	7	25.84	10.79	465.26	122.42	315.66
1959	8	26.68	9.77	471.42	63.31	315.81
1959	9	22.7	7.4	445.94	74.01	316.55
1959	10	18.25	0.22	357.33	11.16	316.19
1959	11	10.08	-3.23	304.47	64.29	316.78
1959	12	1.71	-10.56	309.23	26.76	316.52
1960	1	0.14	-14.31	332.22	30.06	316.51
1960	2	9.18	-5.54	407.96	16.16	316.47
1960	3	11.17	-6.09	501.63	8.01	316.49
1960	4	15.9	-0.62	507.17	53.17	316.86
1960	5	20.82	3.52	516.6	18.76	317.24
1960	6	30.24	10.57	542.26	14.32	317.36
1960	7	27.97	12.11	415.34	62.39	317.3
1960	8	27.84	10.88	454.49	58.02	316.92
1960	9	23.27	6.57	406.71	33.99	316.87
1960	10	14.73	0.45	396.72	87.4	316.76
1960	11	8.5	-5.6	299.08	39.24	316.98
1960	12	4.25	-9.7	284.94	16.12	317.13
1961	1	2.97	-9.8	331.9	45.39	317.03
1961	2	10.18	-5.14	420.62	15.67	317.28
1961	3	9.05	-5.19	461.0	65.44	317.47
1961	4	15.06	-2.16	532.86	12.7	317.27
1961	5	18.36	2.26	517.35	51.13	317.7
1961	6	22.07	6.26	481.34	25.31	317.48
1961	7	27.49	12.09	433.59	90.01	317.7
1961	8	24.79	9.97	434.58	114.55	317.8
1961	9	23.62	6.62	417.35	29.39	317.49
1961	10	19.38	0.86	383.18	3.42	318.35
1961	11	12.64	-5.12	290.22	12.13	318.13
1961	12	7.65	-6.31	287.85	19.86	317.94
1962	1	8.61	-6.6	342.85	14.74	318.06
1962	2	6.22	-9.91	410.87	18.02	318.11
1962	3	10.07	-5.99	494.32	34.29	318.57
1962	4	17.09	-0.66	587.71	2.48	318.45
1962	5	22.17	4.65	428.63	23.02	318.2
1962	6	27.65	10.39	541.62	32.79	318.27
1962	7	27.27	10.56	461.56	131.0	318.67
1962	8	25.42	9.9	432.76	107.13	318.48
1962	9	22.13	6.02	444.44	37.75	319.03
1962	10	18.18	0.5	358.63	15.96	318.33
1962	11	6.59	-7.48	329.23	58.28	318.62
1962	12	4.65	-7.07	300.13	40.92	318.61
1963	1	2.06	-11.18	316.73	58.23	318.91
1963	2	9.09	-5.99	363.96	24.76	318.68
1963	3	13.57	-2.42	515.8	11.43	318.69
1963	4	14.62	-1.58	529.72	49.84	319.09
1963	5	18.83	3.17	509.75	58.0	319.39
1963	6	23.2	7.82	518.72	104.38	319.16
1963	7	26.05	10.7	480.4	177.67	318.77
1963	8	23.44	8.81	387.62	116.98	318.83
1963	9	21.68	6.36	472.83	56.29	319.06
1963	10	19.72	2.64	363.14	29.5	319.0
1963	11	11.72	-5.15	325.18	4.49	319.1
1963	12	8.66	-6.55	317.4	30.28	319.25
1964	1	4.12	-9.21	298.59	13.19	319.67
1964	2	9.45	-5.91	387.88	12.05	319.61
1964	3	12.58	-4.53	470.3	2.67	319.55
1964	4	16.89	0.16	491.28	21.91	319.48
1964	5	22.93	5.17	461.01	19.46	319.42
1964	6	29.29	9.44	516.65	2.91	319.69
1964	7	27.58	10.83	476.77	49.02	319.58
1964	8	28.42	11.76	431.44	69.21	319.81
1964	9	22.26	5.38	421.94	43.2	319.56
1964	10	18.54	2.35	346.47	22.45	319.78
1964	11	9.58	-5.14	293.05	15.33	319.72
1964	12	-1.69	-16.18	269.67	19.33	319.59
1965	1	2.74	-9.35	322.7	11.04	319.48
1965	2	5.0	-8.21	418.95	17.16	319.97
1965	3	8.09	-5.59	445.14	42.01	319.65
1965	4	12.82	-2.83	504.09	30.08	319.8
1965	5	20.76	4.26	495.88	29.99	319.36
1965	6	28.83	10.13	512.66	18.06	319.65
1965	7	27.46	11.58	502.8	71.35	320.51
1965	8	27.99	10.41	426.36	47.82	319.93
1965	9	24.02	8.24	419.92	42.38	320.68
1965	10	19.39	1.31	407.22	19.92	320.36
1965	11	8.88	-4.45	299.02	50.94	320.87
1965	12	5.49	-7.72	274.81	14.33	320.26
1966	1	4.53	-8.43	324.8	12.31	320.63
1966	2	9.38	-6.02	389.38	17.25	321.1
1966	3	11.88	-4.03	480.65	15.8	321.16
1966	4	17.82	-1.37	503.01	11.87	321.51
1966	5	21.25	3.73	535.51	79.16	321.18
1966	6	25.71	7.37	481.32	47.87	321.52
1966	7	25.66	9.82	456.91	95.77	321.49
1966	8	27.9	10.31	431.69	82.17	321.5
1966	9	24.96	5.8	420.54	6.78	321.54
1966	10	17.31	-0.46	366.53	75.87	321.18
1966	11	7.29	-7.52	324.52	12.29	321.84
1966	12	7.09	-7.93	308.42	10.62	321.95
1967	1	7.9	-8.4	320.69	5.3	322.07
1967	2	10.38	-5.84	402.23	20.87	321.94
1967	3	9.83	-6.34	567.74	19.89	321.72
1967	4	16.78	-0.15	523.99	35.37	322.05
1967	5	25.09	4.81	531.38	14.48	322.27
1967	6	29.52	9.7	504.83	3.36	321.94
1967	7	27.48	10.81	448.66	75.82	321.66
1967	8	25.22	9.25	437.05	98.91	322.04
1967	9	24.63	7.56	417.66	28.08	322.19
1967	10	19.53	2.16	380.12	14.37	322.36
1967	11	12.91	-5.86	300.83	21.11	322.78
1967	12	8.08	-8.97	288.89	5.01	322.86
