Year	Month	TMax	TMin	PAR	PREC	CO2
1600-1950	1	4.31	-10.06	276.35	26.46	315.7
1600-1950	2	7.12	-8.06	353.72	15.62	315.88
1600-1950	3	12.73	-5.51	413.03	8.56	315.62
1600-1950	4	18.53	0.27	494.06	18.47	315.56
1600-1950	5	21.0	3.84	490.39	33.13	315.5
1600-1950	6	26.87	8.7	536.83	15.16	315.92
1600-1950	7	29.98	12.22	503.93	74.93	315.66
1600-1950	8	26.82	10.67	472.03	94.11	315.81
1600-1950	9	26.27	8.91	434.75	35.42	316.55
1600-1950	10	19.53	1.74	368.13	12.4	316.19
1600-1950	11	14.19	-4.0	297.06	2.4	316.78
1600-1950	12	8.45	-10.93	271.2	4.48	316.52
1951	1	2.65	-12.6	290.02	46.53	316.51
1951	2	9.62	-6.88	365.94	4.38	316.47
1951	3	8.94	-5.52	393.17	34.93	316.49
1951	4	13.95	-3.13	507.61	27.6	316.86
1951	5	20.59	3.2	496.07	27.05	317.24
1951	6	28.24	9.26	526.93	15.94	317.36
1951	7	29.21	12.33	479.31	60.87	317.3
1951	8	28.84	11.65	444.51	44.37	316.92
1951	9	25.72	7.92	416.71	11.73	316.87
1951	10	18.87	2.23	349.77	36.26	316.76
1951	11	11.97	-2.67	304.03	34.81	316.98
1951	12	6.22	-9.5	261.24	11.21	317.13
1952	1	3.96	-10.95	309.01	11.61	317.03
1952	2	6.13	-7.88	383.51	19.47	317.28
1952	3	11.26	-5.03	420.39	30.77	317.47
1952	4	19.82	0.26	492.61	7.2	317.27
1952	5	26.84	5.0	508.7	5.91	317.7
1952	6	32.39	9.43	534.55	2.24	317.48
1952	7	31.43	12.68	476.49	35.12	317.7
1952	8	29.27	11.09	448.45	55.71	317.8
1952	9	25.85	7.21	393.45	20.07	317.49
1952	10	20.82	0.91	375.55	11.65	318.35
1952	11	12.12	-3.03	265.8	33.89	318.13
1952	12	7.79	-7.19	252.69	13.37	317.94
1953	1	4.36	-10.26	302.05	18.53	318.06
1953	2	6.65	-7.92	389.61	15.42	318.11
1953	3	14.11	-2.43	386.56	18.31	318.57
1953	4	15.73	-0.97	522.74	36.64	318.45
1953	5	21.13	3.84	518.8	24.41	318.2
1953	6	25.6	7.79	514.58	18.68	318.27
1953	7	28.61	10.85	486.78	53.83	318.67
1953	8	26.83	10.12	455.83	77.15	318.48
1953	9	26.9	7.44	434.18	12.6	319.03
1953	10	22.5	1.74	357.88	21.6	318.33
1953	11	11.96	-5.33	286.11	9.62	318.62
1953	12	8.26	-8.51	261.69	7.92	318.61
1954	1	7.18	-7.48	319.12	16.78	318.91
1954	2	9.77	-6.86	404.1	6.21	318.68
1954	3	13.55	-3.87	446.01	31.46	318.69
1954	4	14.21	-1.4	504.41	40.66	319.09
1954	5	21.58	3.97	530.71	19.61	319.39
1954	6	26.86	8.58	492.27	42.86	319.16
1954	7	32.06	13.22	501.78	20.75	318.77
1954	8	28.01	11.15	426.48	65.1	318.83
1954	9	26.46	7.06	427.26	11.22	319.06
1954	10	20.0	0.55	318.07	21.07	319.0
1954	11	12.63	-5.85	292.87	9.03	319.1
1954	12	4.94	-10.56	249.14	10.5	319.25
1955	1	2.42	-12.01	305.71	37.51	319.67
1955	2	8.26	-8.28	380.68	4.77	319.61
